Link;KvK/ID;Vestnr;RSIN;Vennootschapsnaam;Rechtsvorm;Hoofd/Neven;Status;SBI Hoofdact;Omschrijving (hoofdact);SBI Nevenact1;Omschrijving (nevenact1);SBI Nevenact2;Omschrijving (nevenact2);Non-Mailing;Straatnaam;Huisnr;Toevoeging huisnr;Postcode;Woonplaats;Straatnaam CA;Huisnr CA;Toevoeg huisnr CA;Postcode CA;Woonplaats CA;Gemeente;Provincie;Landcode;Tel. Netnr.;Tel. Abnnr.;Domeinnaam;Functie;Voorletters;Voorvoegsels;Achternaam;Sexe;Mobiel Nr.;Employees;Werknemers;Econ. Actief;Import;Export;Aantal Dochters;Datum Inschrijving;Datum akte oprichting;Datum opheffing;Datum oprichting;Datum voortzetting;Huidig adres;Dep. jaarstuk;Soort jaarstuk;Auditor;YearTPE;Turnover (€);Profit (€);Total assets (€);Stock exchange;Banks;Ultimate (Dutch) Parent
Bebidas Americas Investments B.V.;201329740000;000019628609;818280906;Bebidas Americas Investments B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;;1043BW;AMSTERDAM;Postbus;7241;;1007JE;AMSTERDAM;Amsterdam;Noord-Holland;NL;076;5724500;;Bestuurder;T.A.;di;Matteo;M;;;;0;N;N;;11/26/08;7/24/07;;7/24/07;;5/7/08;2013;Vastgesteld jaarstuk;PwC;2013;;;219.668.124;;;
Beentjes Transport Beheer B.V.;340370510000;000003412776;001740970;Beentjes Transport Beheer B.V.;B.V.;H;Ingeschreven;4941;Goederenvervoer over weg (geen verhuiz.);;;;;Geactiveerd;Kuppersweg;20;;2031EC;HAARLEM;Kuppersweg;20;;2031EC;HAARLEM;Haarlem;Noord-Holland;NL;023;5319399;;Bestuurder;B.G.;;Beentjes;M;;63;1;0;N;N;2;1/16/69;12/30/69;;12/30/69;11/27/72;11/2/92;2013;Vastgesteld jaarstuk;Activa;2013;;40.049;5.461.774;;;
Beertje Bas Holding B.V.;332442830000;000020054092;802337089;Beertje Bas Holding B.V.;B.V.;H;Ingeschreven;64301;Beleggingsinstell. in financiële activa;6420;Financiële holdings;;;;Prinses Irenelaan;4;;1182BJ;AMSTELVEEN;Prinses Irenelaan;4;;1182BJ;AMSTELVEEN;Amstelveen;Noord-Holland;NL;020;6369075;;Bestuurder;M.;de;Vries-Parsser;V;;1;;0;N;N;;1/13/93;12/17/92;;12/17/92;;10/3/14;2012;Vastgesteld jaarstuk;Deloitte;2012;;156.177;2.924.016;;ABN AMRO;Stichting Administratiekantoor Beertje Bas
Beha B.V.;340245210000;000017539064;001002399;Beha B.V.;B.V.;H;Ingeschreven;46731;Groothandel in hout en plaatmateriaal;;;;;;Noorder IJ- en Zeeweg;2;;1505HG;ZAANDAM;Postbus;35;;1500EA;ZAANDAM;Zaanstad;Noord-Holland;NL;075;6554000;;;;;;;;;;1;J;N;;2/22/54;11/1/68;;11/1/68;2/10/72;1/1/99;2013;Vastgesteld jaarstuk;;2013;;;186.761;;ABN AMRO, ING Bank;Havedes Holding B.V.
Beheer- en Beleggingsmaatschappij Honing B.V.;320122590000;000013614231;001529705;Beheer- en Beleggingsmaatschappij Honing B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Driftweg;2;;1271BX;HUIZEN;Driftweg;2;;1271BX;HUIZEN;Huizen;Noord-Holland;NL;035;5249000;;Bestuurder;J.M.;;Honing;V;;154;2-4;1;N;N;9;8/18/47;12/12/69;;12/12/69;10/17/72;;2013;Vastgesteld jaarstuk;E&Y;2013;;335.138;26.087.989;;ABN AMRO, ING Bank;
Beheer- en Beleggingsmij. H. Zwart B.V.;340146170000;000019270607;001503492;Beheer- en Beleggingsmaatschappij H. Zwart B.V.;B.V.;H;Ingeschreven;68204;Verh. onroerend goed (niet v woonruimte);;;;;;Middenhavenstraat;76;;1976CM;IJMUIDEN;Middenhavenstraat;76;;1976CM;IJMUIDEN;Velsen;Noord-Holland;NL;0255;530304;www.zwartijmuiden.nl;Bestuurder;A.A.;;Zwart;M;;64;;0;N;N;3;2/15/39;4/27/64;;4/27/64;2/15/73;;2012;Vastgesteld jaarstuk;BDO;2012;;3.322.473;14.557.117;;ABN AMRO, Rabobank;
Beheermaatschappij Groenveld B.V.;340339520000;000001777963;001013075;Beheermaatschappij Groenveld B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;Geactiveerd;Schillingweg;30;;2153PL;NIEUW-VENNEP;Schillingweg;30;;2153PL;NIEUW-VENNEP;Haarlemmermeer;Noord-Holland;NL;0252;621121;;Bestuurder;R.M.;;Dreijer;M;;31;;0;N;N;6;1/18/65;12/17/65;;12/17/65;5/4/72;8/16/04;2013;Vastgesteld jaarstuk;VanOoijen;2013;;-101.621;10.126.600;;Fortis Bank, ABN AMRO;
Beheermaatschappij Livingstone Alkmaar B.V.;370664680000;000004797191;802121433;Beheermaatschappij Livingstone Alkmaar B.V.;B.V.;H;Ingeschreven;70102;Holdings (geen financiële);;;;;Geactiveerd;Stern;17;;1721DS;BROEK OP LANGEDIJK;Stern;17;;1721DS;BROEK OP LANGEDIJK;Langedijk;Noord-Holland;NL;0226;315904;;Bestuurder;P.J.M.;;Zonneveld;M;;1;2-4;0;;;1;4/19/93;3/29/93;;3/29/93;;6/3/98;2012;Vastgesteld jaarstuk;Acera;2012;;;6.681.081;;;
Beheermaatschappij Middelkoop B.V.;341045370000;000015964272;807417920;Beheermaatschappij Middelkoop B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Repelstraat;3;;2151BN;NIEUW-VENNEP;Repelstraat;3;;2151BN;NIEUW-VENNEP;Haarlemmermeer;Noord-Holland;NL;0252;686564;;Bestuurder;D.J.;;Middelkoop;M;;;;0;N;N;;6/10/98;5/28/98;;5/28/98;;8/15/14;2012;Vastgesteld jaarstuk;van der Zwet;2012;;;1.380.450;;Rabobank;Stg. Adm.knt. Beheermaatschappij Middelkoop
Beheermaatschappij Randstad B.V.;331277060000;000001847635;004318006;Beheermaatschappij Randstad B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Andreas Schelfhoutstraat;48;;1058HV;AMSTERDAM;Andreas Schelfhoutstraat;48;;1058HV;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6173622;;Bestuurder;R.;;Moojen;M;;180;10-19;1;N;N;;9/9/70;3/29/78;;3/29/78;3/29/78;;2013;Voorlopig jaarstuk;Baker Tilly;2012;;135.382;4.193.233;;ABN AMRO, ING Bank;
Beheermaatschappij Serry B.V.;320418230000;000007294514;007928956;Beheermaatschappij Serry B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Oud-Loosdrechtsedijk;257;;1231LZ;LOOSDRECHT;Oud-Loosdrechtsedijk;257;;1231LZ;LOOSDRECHT;Wijdemeren;Noord-Holland;NL;;;;Bestuurder;C.A.;;Serry;M;06-53932245;32;;0;;;4;11/18/86;10/28/86;;10/28/86;;11/1/10;2012;Vastgesteld jaarstuk;CROP;2012;;-853.506;18.408.194;;;
Beheermij. Hem Zaden B.V.;360302190000;000015842835;008174830;Beheermij. Hem Zaden B.V.;B.V.;H;Ingeschreven;46212;GH zaden, pootgoed en peulvruchten;119;Teelt van overige eenjarige gewassen;;;;Hemmerbuurt;98;;1607CL;HEM;Postbus;4;;1606ZG;VENHUIZEN;Drechterland;Noord-Holland;NL;0228;541312;;;;;;;;44;;1;N;J;;9/21/95;12/31/85;;12/31/85;12/31/85;3/25/18;2012;Vastgesteld jaarstuk;Deloitte;2012;;2.175.424;18.967.350;;ABN AMRO, ING Bank;
Beheersmaatschappij Piet Loos B.V.;360274040000;000012689637;003301771;Beheersmaatschappij Piet Loos B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Tender;2;;1687JB;WOGNUM;Tender;2;;1687JB;WOGNUM;Medemblik;Noord-Holland;NL;0229;502000;;Bestuurder;P.;;Loos;M;;71;1;0;N;;3;9/21/95;3/14/75;;3/14/75;3/14/75;3/12/02;2013;Vastgesteld jaarstuk;BDO;2013;;929.209;40.925.093;;Rabobank;
Beheersmij. Fam. Leemans Hoofddorp B.V.;340857850000;000008404518;802866220;Beheersmaatschappij Fam. Leemans Hoofddorp B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;J.C. Beetslaan;95;;2131AJ;HOOFDDORP;J.C. Beetslaan;95;;2131AJ;HOOFDDORP;Haarlemmermeer;Noord-Holland;NL;023;5629282;;Bestuurder;S.P.;;Leemans;M;;100;;0;N;N;1;1/25/94;5/20/94;;5/20/94;5/20/94;11/20/08;2013;Vastgesteld jaarstuk;Foederer;2013;;-1.497.194;6.478.872;;ABN AMRO, ING Bank;
Beijer Groep B.V.;340858030000;000018527728;802800099;Beijer Groep B.V.;B.V.;H;Ingeschreven;6622;Assurantietussenpersonen;66193;Hypotheek-/kredietbem./bankagentschappen;;;;Siriusdreef;1;- 3;2132WT;HOOFDDORP;Postbus;130;;2130AC;HOOFDDORP;Haarlemmermeer;Noord-Holland;NL;023;5234200;www.beijer.nl;Bestuurder;J.P.;;Simonis;M;;60;50-99;1;N;N;;1/26/94;12/29/93;;12/29/93;;8/10/09;2012;;;;;;;;ABN AMRO;Herendeal B.V.
Bejo Structuur B.V.;370674690000;000016334175;802326559;Bejo Structuur B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Trambaan;1;;1749CZ;WARMENHUIZEN;Postbus;50;;1749ZH;WARMENHUIZEN;Schagen;Noord-Holland;NL;0226;396162;;;;;;;;;;0;N;N;;9/13/93;8/31/93;;8/31/93;;;2013;Vastgesteld jaarstuk;PwC;2013;;1.520.000;38.617.000;;ABN AMRO;Stichting Administratiekantoor Bejo Finance
Bel.mij. Gebr. E. & R. Zandbergen Haarl. B.V.;340777920000;000002942119;800518342;Beheer- en Beleggingsmaatschappij Gebr. E. en R. Zandbergen Haarlem B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Jan van Krimpenweg;2;;2031CE;HAARLEM;Jan van Krimpenweg;2;;2031CE;HAARLEM;Haarlem;Noord-Holland;NL;023;5310223;;Bestuurder;E.J.N.;;Zandbergen;M;;66;2-4;1;N;N;6;3/10/92;2/21/92;;2/21/92;;;2012;Vastgesteld jaarstuk;Biji;2012;;2.595.766;43.112.920;;;
Beleggingsmaatschappij Broem B.V.;271623690000;000017679060;006873297;Beleggingsmaatschappij Broem B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;Telestone 8;1043BW;AMSTERDAM;Naritaweg;165;Telestone 8;1043BW;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;J.;;Hamers;M;;;;0;N;N;;1/28/98;11/6/84;;11/6/84;;5/21/02;2012;Vastgesteld jaarstuk;PwC;2012;;8.093.912;76.062.329;;;IF Services Netherlands Coöperatief UA
Beleggingsmaatschappij P. Kooy B.V.;330499680000;000002145324;001636479;Beleggingsmaatschappij P. Kooy B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;Geactiveerd;Buitenkerkerweg;1;;1095KL;AMSTERDAM;Buitenkerkerweg;1;;1095KL;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6650474;;Bestuurder;F.A.P.;;Kooy;M;;54;;0;N;N;4;5/28/37;7/18/60;;7/18/60;11/7/72;8/1/11;2013;Vastgesteld jaarstuk;KPMG;2013;;4.248.938;43.468.892;;;
Belgian Securities B.V.;332041100000;000018526403;009766947;Belgian Securities B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;64301;Beleggingsinstell. in financiële activa;64922;Volkskredietbanken/commerciële financ.;;Amstel;134;;1017AD;AMSTERDAM;Amstel;134;;1017AD;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6276860;;Bestuurder;O.P.L.M.;;Pirotte;M;;;2-4;1;N;N;;6/27/88;6/21/88;;6/21/88;;9/1/12;2013;Vastgesteld jaarstuk;N.N.;2013;;;2.273.734.624;;;
Belos Group B.V.;331355260000;000019468830;003028835;Belos Group B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Westeinderweg;14;;1687PL;WOGNUM;Westeinderweg;14;;1687PL;WOGNUM;Medemblik;Noord-Holland;NL;088;2356800;;;;;;;;58;5-9;1;N;N;;5/1/13;8/5/74;;8/5/74;8/5/74;5/1/13;2012;Vastgesteld jaarstuk;N.N.;2012;;;2.680.103;;Rabobank, ING Bank;
Bemeij Schoonmaakbedrijf B.V.;370448600001;000019367708;805627200;Bemeij Schoonmaakbedrijf B.V.;B.V.;H;Ingeschreven;8121;Interieurreiniging van gebouwen;;;;;;Pleimuiden;16;A;1046AG;AMSTERDAM;Pleimuiden;16;A;1046AG;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6380121;www.bemeij.nl;;;;;;;91;50-99;1;N;N;;6/8/00;12/19/96;;12/19/96;12/19/96;6/30/99;2013;Vastgesteld jaarstuk;;2013;;;503.820;;;Bemeij B.V.
Benefit Inkoopadviesgroep B.V.;160889630000;000017757029;807038398;Benefit Inkoopadviesgroep B.V.;B.V.;H;Ingeschreven;70221;Organisatie-adviesbureaus;78202;Uitleenbureaus;;;Geactiveerd;Hullenbergweg;355;;1101CP;AMSTERDAM;Hullenbergweg;355;;1101CP;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;3116499;www.benefit.nl;;;;;;;1;20-49;1;N;N;;4/15/99;3/24/98;;3/24/98;3/24/98;1/1/13;2013;Vastgesteld jaarstuk;N.N.;2013;;;2.357.607;;ABN AMRO, Fortis Bank;Triple Investments B.V.
Benthem Crouwel Architekten B.V.;332193330000;000020328141;007963208;Benthem Crouwel Architekten B.V.;B.V.;H;Ingeschreven;71111;Architecten (geen interieurarchitecten);;;;;;Generaal Vetterstraat;61;;1059BT;AMSTERDAM;Postbus;9201;;1006AE;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6420105;www.benthemcrouwel.nl;;;;;;;44;50-99;1;N;N;;4/23/90;3/30/90;;3/30/90;;;2012;Vastgesteld jaarstuk;Koeleman;2012;;1.405.698;3.355.179;;ABN AMRO;
Bentley Systems Europe B.V.;340854970000;000016817494;802302956;Bentley Systems Europe B.V.;B.V.;H;Ingeschreven;4651;GH computers, randapparatuur en software;7311;Reclamebureaus;;;Geactiveerd;Spicalaan;37;;2132JG;HOOFDDORP;Postbus;2045;;2130GE;HOOFDDORP;Haarlemmermeer;Noord-Holland;NL;023;5560560;www.bentley.com;Bestuurder;G.S.;;Bentley;M;;219;100-199;1;N;J;;1/10/94;12/29/93;;12/29/93;;1/1/12;2013;Vastgesteld jaarstuk;BDO;2013;;739.000;13.333.000;;ABN AMRO, Fortis Bank;
Bentonwood B.V.;342255870000;000016463471;814417577;Bentonwood B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;50201;"Zee-/kustvaart(vracht/tank; geen sleep)";;;;Delflandlaan;1;12th floor;1062EA;AMSTERDAM;Delflandlaan;1;12th floor;1062EA;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;3468580;;Bestuurder;B.M.;;Cerneus;M;;;;0;N;N;;4/27/05;4/27/05;;4/27/05;;2/12/13;2013;Vastgesteld jaarstuk;KPMG;2013;;-5.119.259;106.757.669;;;
Bercomex B.V.;360302650000;000017505682;008174647;Bercomex B.V.;B.V.;H;Ingeschreven;2830;Verv. mach./werktuigen land- en bosbouw;;;;;;Holenweg;4;A;1624PB;HOORN;Postbus;2209;;1620EE;HOORN;Hoorn;Noord-Holland;NL;0229;502150;www.bercomex.com;Bestuurder;H.A.F.M.;;Kroese;M;;69;50-99;1;J;J;;9/21/95;12/27/85;;12/27/85;;6/1/05;2012;Vastgesteld jaarstuk;PwC;2013;;2.847.897;12.418.555;;ABN AMRO;Erwemka Holding B.V.
Berhold B.V.;331774200000;000017272599;007221496;Berhold B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Turfschip;205;;1186XJ;AMSTELVEEN;Turfschip;205;;1186XJ;AMSTELVEEN;Amstelveen;Noord-Holland;NL;020;6476543;;Bestuurder;E.H.P.;;Jansen;M;;1;1;0;N;N;;7/2/84;7/31/84;;7/31/84;7/31/84;8/14/14;2013;Vastgesteld jaarstuk;AREP;2013;;277.508;6.755.128;;ABN AMRO, Rabobank, ING Bank;Stichting Administratiekantoor Berhold
Berlitz Schools of Languages B.V.;332733030000;000014665506;003637219;Berlitz Schools of Languages B.V.;B.V.;H;Ingeschreven;85599;Studiebegeleiding/vorming/onderwijs neg;;;;;Geactiveerd;Weerdestein;205;A;1083GN;AMSTERDAM;Weerdestein;205;A;1083GN;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;6221375;www.berlitz.com;Bestuurder;P.;;Weinstein;M;;60;20-49;1;N;N;;10/3/95;2/3/76;;2/3/76;;11/21/08;2013;Vastgesteld jaarstuk;;2013;;;2.565.945;;ABN AMRO;
Bernhard Meier B.V.;331796250000;000018521908;001450426;Bernhard Meier B.V.;B.V.;H;Ingeschreven;6810;Handel in eigen onroerend goed;70102;Holdings (geen financiële);;;;Paulus Potterstraat;2;- 8;1071CZ;AMSTERDAM;Paulus Potterstraat;2;- 8;1071CZ;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;3055555;;;;;;;;;;0;N;N;;12/19/84;8/25/72;;8/25/72;;3/22/00;2012;Vastgesteld jaarstuk;BDO;2012;;3.636.172;28.706.655;;;Stichting Administratiekantoor Coster Holding
Bertus-Dekker Seafood B.V.;340352050000;000017496292;001741445;Bertus-Dekker Seafood B.V.;B.V.;H;Ingeschreven;46382;GH vis, schaal- en weekdieren;64303;Beleggingsinst. met beperkte toetreding;;;;Kotterkade;14;;1976BX;IJMUIDEN;Postbus;166;;1970AD;IJMUIDEN;Velsen;Noord-Holland;NL;0255;563131;www.bertusdekker.com;Bestuurder;A.F.;;Ouwehand;M;;34;20-49;1;N;N;;9/7/66;12/29/61;;12/29/61;3/3/72;6/7/95;2013;Vastgesteld jaarstuk;RSM;2013;;1.029.492;10.574.975;;ING Bank;Stichting Administratiekantoor Aandelen ARIX
BEST 2010 B.V.;511145850000;000021198918;823098850;BEST 2010 B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;64923;Participatiemaatschappijen;;;Geactiveerd;Prins Bernhardplein;200;;1097JB;AMSTERDAM;Postbus;990;;1000AZ;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5214777;;;;;;;;;;0;N;N;;10/22/10;10/22/10;;10/22/10;;12/9/13;2013;Vastgesteld jaarstuk;E&Y;2013;;2.000;55.773.780.960;;;Stichting BEST 2010 Holding
Betonmortelbedrijven Cementbouw B.V.;340428130000;000020048939;003006748;Betonmortelbedrijven Cementbouw B.V.;B.V.;H;Ingeschreven;2363;Vervaardiging van stortklare beton;6420;Financiële holdings;;;Geactiveerd;Bennebroekerdijk;244;;2142LE;CRUQUIUS;Postbus;414;;2100AK;HEEMSTEDE;Haarlemmermeer;Noord-Holland;NL;023;5481481;;;;;;;;83;;0;N;N;;9/12/74;6/20/74;;6/20/74;6/20/74;;2013;;;;;;;;ABN AMRO, ING Bank;CRH International B.V.
Bharti Airtel Africa B.V.;080764970000;000019490860;807115393;Bharti Airtel Africa B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;Geactiveerd;Keizersgracht;62;-64;1015CS;AMSTERDAM;Keizersgracht;62;-64;1015CS;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5207430;;Bestuurder;J.C.;;Uneken-van de Vreede;V;;;;0;N;N;;8/12/99;1/13/98;;1/13/98;;1/30/12;2013;Vastgesteld jaarstuk;E&Y;2013;;-14.117.350;3.845.502.040;;ABN AMRO, ING Bank;Bharti Airtel Int. (Netherlands) B.V.
Bharti Airtel Int. (Netherlands) B.V.;343874100000;000001950533;822230732;Bharti Airtel International (Netherlands) B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;Geactiveerd;Keizersgracht;62;-64;1015CS;AMSTERDAM;Keizersgracht;62;-64;1015CS;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5207430;;Bestuurder;J.C.;;Uneken-van de Vreede;V;;269;;0;N;N;27;3/26/10;3/19/10;;3/19/10;;1/30/12;2013;Vastgesteld jaarstuk;E&Y;2013;;-90.438.797;7.859.537.004;;;
BHP Billiton Finance B.V.;271545890000;000015886433;802927270;BHP Billiton Finance B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;64922;Volkskredietbanken/commerciële financ.;;;;Naritaweg;165;;1043BW;AMSTERDAM;Naritaweg;165;;1043BW;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;A.;;Persico;N;;;1;0;;;;1/10/14;5/5/94;;5/5/94;;1/1/13;2014;Vastgesteld jaarstuk;KPMG;2014;;206.777.987;5.969.717.682;;;
BHP Billiton South Africa Holdings B.V.;271552910000;000020504330;802927439;BHP Billiton South Africa Holdings B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;;1043BW;AMSTERDAM;Postbus;7241;;1007JE;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;H.J.;;Bogers;M;;;1;0;;;;1/2/13;6/30/94;;6/30/94;;1/1/13;2013;Vastgesteld jaarstuk;KPMG;2013;;-4.166.526;288.012.254;;;
Bhr Overseas (Finance) B.V.;332111280000;000017882281;007970353;BHR Overseas (Finance) B.V.;B.V.;H;Ingeschreven;66193;Hypotheek-/kredietbem./bankagentschappen;;;;;Geactiveerd;Herikerbergweg;122;;1101CM;AMSTERDAM;Postbus;23393;;1100DW;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5755600;;Bestuurder;P.J.T.M.;;Bergé;M;;;;0;N;N;;5/24/89;5/17/89;;5/17/89;;3/28/12;2013;Vastgesteld jaarstuk;E&Y;2013;;-7.000;4.487.000;;;Bhr Holdings B.V.
Bickery Food Group B.V.;320325610000;000020552114;005229698;Bickery Food Group B.V.;B.V.;H;Ingeschreven;4639;GH voedings-/genotmiddelen algemeen ass.;;;;;;Stichtse Kade;46;;1243HW;'S-GRAVELAND;Postbus;433;;1200AK;HILVERSUM;Wijdemeren;Noord-Holland;NL;035;6560244;www.bickery.nl;;;;;;;72;50-99;1;J;J;;1/28/87;6/8/79;;6/8/79;4/1/86;;2012;Vastgesteld jaarstuk;E&Y;2012;;2.269.557;19.026.215;;ING Bank;
Biella Benelux B.V.;370373460000;000020457480;001089286;Biella Benelux B.V.;B.V.;H;Ingeschreven;46499;GH ov. consumentenart. (non-food) n.e.g.;6201;Ontwikkelen/produceren/uitgeven software;;;;Toermalijnstraat;18;A;1812RL;ALKMAAR;Postbus;1096;;1810KB;ALKMAAR;Alkmaar;Noord-Holland;NL;072;5478686;www.biella.nl;Bestuurder;A.;;Meuldijk;M;;1;2-4;1;N;N;;;6/15/73;;6/15/73;;7/4/13;2013;Vastgesteld jaarstuk;De Bruijn Belastingadviseurs & Oome;2013;;;2.214.183;;;
Biemond en Van Wijk B.V.;340500130000;000016839323;005163821;Biemond en Van Wijk B.V.;B.V.;H;Ingeschreven;45112;Handel/rep. personen-/lichte bedr.auto's;77111;Verh. personen-/lichte bedrijfsauto's;;;;Lakenblekerstraat;5;;1431GE;AALSMEER;Lakenblekerstraat;5;;1431GE;AALSMEER;Aalsmeer;Noord-Holland;NL;0297;324364;;;;;;;;111;1;1;N;N;;12/13/79;12/7/79;;12/7/79;12/7/79;;2013;Vastgesteld jaarstuk;De Meerse;2013;;678.515;14.777.131;;ABN AMRO, ING Bank;
Bilderberg Amsterdam B.V.;331644920002;000018895832;004017031;Bilderberg Amsterdam B.V.;B.V.;H;Ingeschreven;55101;Hotel-restaurants;;;;;Geactiveerd;Dijsselhofplantsoen;7;;1077BJ;AMSTERDAM;Postbus;145;;6870AC;RENKUM;Amsterdam;Noord-Holland;NL;020;5705600;;;;;;;;65;50-99;1;N;N;;6/24/81;12/10/76;;12/10/76;;;2013;;;;;;;;ABN AMRO;
Billiton Investment 12 B.V.;271912720000;000018184855;809181630;Billiton Investment 12 B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;;1043BW;AMSTERDAM;Postbus;7241;;1007JE;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;P.;le;Roux;M;;;;0;N;N;;1/2/13;8/4/00;;8/4/00;;1/1/13;2013;Vastgesteld jaarstuk;KPMG;2013;;-12.210;40.258.104;;;Billiton Marketing Holding B.V.
Billiton Investment 3 B.V.;271735970000;000016957512;807028812;Billiton Investment 3 B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;;1043BW;AMSTERDAM;Postbus;7241;;1007JE;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;H.J.;;Bogers;M;;;;0;;;;1/2/13;7/21/98;;7/21/98;;1/1/13;2013;Vastgesteld jaarstuk;KPMG;2013;;26.678.739;340.963.000;;;
Billiton Investment 8 B.V.;271759610000;000020227051;807607757;Billiton Investment 8 B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Naritaweg;165;;1043BW;AMSTERDAM;Postbus;7241;;1007JE;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5722300;;Bestuurder;H.J.;;Bogers;M;;;;0;N;N;;1/2/13;11/17/98;;11/17/98;;1/1/13;2013;Vastgesteld jaarstuk;KPMG;2013;;26.351.369;37.196.546;;;
Bindinc. B.V.;320602120000;000004225376;001661048;Bindinc. B.V.;B.V.;H;Ingeschreven;5814;Uitgeverijen van tijdschriften;;;;;;'s-Gravelandseweg;80;;1217EW;HILVERSUM;Postbus;580;;1200AN;HILVERSUM;Hilversum;Noord-Holland;NL;035;6726726;;Bestuurder;B.J.;;Momma;M;;124;100-199;1;;;;6/13/95;11/30/72;;11/30/72;11/30/72;1/1/13;2012;Vastgesteld jaarstuk;;2012;;;8.379.000;;ING Bank;
BINK B.V.;554462050000;000025103164;851716064;BINK B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;69209;Overige administratiekantoren;78202;Uitleenbureaus;Geactiveerd;Jan van der Heijdenstr;38;;1221EJ;HILVERSUM;Jan van der Heijdenstr;38;;1221EJ;HILVERSUM;Hilversum;Noord-Holland;NL;035;6834499;www.binkkinderopvang.nl;;;;;;;39;100-199;1;N;N;;6/6/12;6/1/12;;6/1/12;;;2013;Vastgesteld jaarstuk;M&K;2013;;;8.606.767;;;
Bitalpart B.V.;332907020000;000017854407;805959245;Bitalpart B.V.;B.V.;H;Ingeschreven;6420;Financiële holdings;;;;;;Claude Debussylaan;24;;1082MD;AMSTERDAM;Postbus;11063;;1001GB;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5222555;;Bestuurder;R.C.;;Elshout;M;;;;0;N;N;;4/6/06;3/14/97;;3/14/97;3/14/97;10/1/07;2013;Vastgesteld jaarstuk;KPMG;2013;;2.943.814;216.918.747;;;
BKG Puriphos B.V.;331804980000;000016293487;007308449;BKG Puriphos B.V.;B.V.;H;Ingeschreven;64922;Volkskredietbanken/commerciële financ.;46751;GH chem.grondst./chemicaliën ind.toep.;;;;Fosfaatweg;48;;1013BM;AMSTERDAM;Postbus;313;;1000AH;AMSTERDAM;Amsterdam;Noord-Holland;NL;020;5815100;;Bestuurder;A.E.;;Zanelli;M;;2;;0;N;N;;2/6/85;12/4/84;;12/4/84;;2/17/97;2013;Vastgesteld jaarstuk;KPMG;2013;;7.384.000;62.880.000;;;Eurocil Holding B.V.
